full ID,dam,sire
H12-1516-,H11-0301~,H11-0201-
H12-1615-,H11-0201-,H11-0301~
H12-1617-,H11-0201-,H11-0405-
H12-1716-,H11-0405-,H11-0201-
H12-1718-,H11-0405-,H11-0504-
H12-1817-,H11-0504-,H11-0405-
H12-1819-,H11-0504-,H11-0403~
H12-1918-,H11-0403~,H11-0504-
H12-1920~,H11-0403~,H11-0305-
H12-2006~,H11-0305-,H11-1211~
H12-2019-,H11-0305-,H11-0403~
H13-0102-,H12-0401-,H12-0620~
H13-0103-,H12-0401-,H12-0205-
H13-0104-,H12-0401-,H12-0403-
H13-0105-,H12-0401-,H12-0503-
H13-0201-,H12-0620~,H12-0401-
H13-0203-,H12-0620~,H12-0205-
H13-0204-,H12-0620~,H12-0403-
H13-0205-,H12-0620~,H12-0503-
H13-0301-,H12-0205-,H12-0401-
H13-0302-,H12-0205-,H12-0620~
H13-0304-,H12-0205-,H12-0403-
H13-0305~,H12-0205-,H12-0503-
H13-0401-,H12-0403-,H12-0401-
H13-0402-,H12-0403-,H12-0620~
H13-0403-,H12-0403-,H12-0205-
H13-0405-,H12-0403-,H12-0503-
H13-0501-,H12-0503-,H12-0401-
H13-0502-,H12-0503-,H12-0620~
H13-0503-,H12-0503-,H12-0205-
H13-0504~,H12-0503-,H12-0403-
H13-0607-,H12-0607-,H12-0807-
H13-0620-,H12-0607-,H12-0910-
H13-0706-,H12-0807-,H12-0607-
H13-0708-,H12-0807-,H12-1615-
H13-0807-,H12-1615-,H12-0807-
H13-0809-,H12-1615-,H12-1516-
H13-0908-,H12-1516-,H12-1615-
H13-0910~,H12-1516-,H12-0708-
H13-1009-,H12-0708-,H12-1516-
H13-1011-,H12-0708-,H12-0809~
H13-1110~,H12-0809~,H12-0708-
H13-1112-,H12-0809~,H12-0504-
H13-1211-,H12-0504-,H12-0809~
H13-1213-,H12-0504-,H12-1213-
H13-1312~,H12-1213-,H12-0504-
H13-1314-,H12-1213-,H12-1514~
H13-1413-,H12-1514~,H12-1213-
H13-1415-,H12-1514~,H12-1110~
H13-1514-,H12-1110~,H12-1514~
H13-1516~,H12-1110~,H12-0203~
H13-1615-,H12-0203~,H12-1110~
H13-1617~,H12-0203~,H12-0402-
H13-1716-,H12-0402-,H12-0203~
H13-1718-,H12-0402-,H12-1314-
H13-1817-,H12-1314-,H12-0402-
H13-1819~,H12-1314-,H12-1920~
H13-1918-,H12-1920~,H12-1314-
H13-1920-,H12-1920~,H12-0910-
H13-2006~,H12-0910-,H12-0607-
H13-2019~,H12-0910-,H12-1920~
H14-0102-,H13-0502-,H13-0301-
H14-0103-,H13-0502-,H13-1918-
H14-0104-,H13-0502-,H13-0403-
H14-0105-,H13-0502-,H13-0620-
H14-0201-,H13-0301-,H13-0502-
H14-0203-,H13-0301-,H13-1918-
H14-0204-,H13-0301-,H13-0403-
H14-0205-,H13-0301-,H13-0620-
H14-0301-,H13-1918-,H13-0502-
H14-0302-,H13-1918-,H13-0301-
H14-0304-,H13-1918-,H13-0403-
H14-0305-,H13-1918-,H13-0620-
H14-0401-,H13-0403-,H13-0502-
H14-0402~,H13-0403-,H13-0301-
H14-0403-,H13-0403-,H13-1918-
H14-0405-,H13-0403-,H13-0620-
H14-0501-,H13-0620-,H13-0502-
H14-0502-,H13-0620-,H13-0301-
H14-0503-,H13-0620-,H13-1918-
H14-0504-,H13-0620-,H13-0403-
H14-0607-,H13-1213-,H13-2019~
H14-0620-,H13-1213-,H13-0203-
H14-0706-,H13-2019~,H13-1213-
H14-0708~,H13-2019~,H13-0607-
H14-0807-,H13-0607-,H13-2019~
H14-0809-,H13-0607-,H13-0401-
H14-0908-,H13-0401-,H13-0607-
H14-0910~,H13-0401-,H13-0706-
H14-1009-,H13-0706-,H13-0401-
H14-1011~,H13-0706-,H13-1312~
H14-1110-,H13-1312~,H13-0706-
H14-1112-,H13-1312~,H13-1718-
H14-1211-,H13-1718-,H13-1312~
H14-1213-,H13-1718-,H13-0708-
H14-1312-,H13-0708-,H13-1718-
H14-1314-,H13-0708-,H13-0102-
H14-1413-,H13-0102-,H13-0708-
H14-1415~,H13-0102-,H13-1819~
H14-1514-,H13-1819~,H13-0102-
H14-1516~,H13-1819~,H13-1009-
H14-1615~,H13-1009-,H13-1819~
H14-1617-,H13-1009-,H13-0205-
H14-1716-,H13-0205-,H13-1009-
H14-1718-,H13-0205-,H13-1211-
H14-1817-,H13-1211-,H13-0205-
H14-1819~,H13-1211-,H13-0104-
H14-1918~,H13-0104-,H13-1211-
H14-1920-,H13-0104-,H13-0203-
H14-2006-,H13-0203-,H13-1213-
H14-2019-,H13-0203-,H13-0104-
H15-0105-,H14-1514-,H14-1314-
H15-0110-,H14-1514-,H14-0105-
H15-0113-,H14-1514-,H14-1615~
H15-0119,H14-1514-,H14-0301-
H15-0203-,H14-1415~,H14-0201-
H15-0204-,H14-1415~,H14-1918~
H15-0302-,H14-0201-,H14-1415~
H15-0308-,H14-0201-,H14-0501-
H15-0402,H14-1918~,H14-1415~
H15-0406~,H14-1918~,H14-1312-
H15-0501-,H14-1314-,H14-1514-
H15-0510-,H14-1314-,H14-0105-
H15-0513-,H14-1314-,H14-1615~
H15-0519-,H14-1314-,H14-0301-
H15-0604-,H14-1312-,H14-1918~
H15-0612-,H14-1312-,H14-1617-
H15-0715~,H14-1110-,H14-0708~
H15-0720-,H14-1110-,H14-0304-
H15-0803-,H14-0501-,H14-0201-
H15-0816-,H14-0501-,H14-1516~
H15-0911-,H14-0706-,H14-1413-
H15-0920-,H14-0706-,H14-0304-
H15-1001-,H14-0105-,H14-1514-
H15-1005-,H14-0105-,H14-1314-
H15-1013-,H14-0105-,H14-1615~
H15-1019-,H14-0105-,H14-0301-
H15-1109-,H14-1413-,H14-0706-
H15-1117-,H14-1413-,H14-1011~
H15-1206-,H14-1617-,H14-1312-
H15-1218-,H14-1617-,H14-0504-
H15-1301-,H14-1615~,H14-1514-
H15-1305-,H14-1615~,H14-1314-
H15-1310-,H14-1615~,H14-0105-
H15-1319-,H14-1615~,H14-0301-
H15-1415~,H14-0104-,H14-0708~
H15-1418~,H14-0104-,H14-0504-
H15-1507~,H14-0708~,H14-1110-
H15-1514~,H14-0708~,H14-0104-
H15-1608-,H14-1516~,H14-0501-
H15-1617-,H14-1516~,H14-1011~
H15-1711-,H14-1011~,H14-1413-
H15-1716-,H14-1011~,H14-1516~
H15-1812~,H14-0504-,H14-1617-
H15-1814-,H14-0504-,H14-0104-
H15-1901-,H14-0301-,H14-1514-
H15-1905-,H14-0301-,H14-1314-
H15-1910-,H14-0301-,H14-0105-
H15-1913-,H14-0301-,H14-1615~
H15-2007-,H14-0304-,H14-1110-
H15-2009-,H14-0304-,H14-0706-
L00-01,0,0
L00-02,0,0
L00-03,0,0
L00-04,0,0
L00-05,0,0
L00-06,0,0
L00-07,0,0
L00-08,0,0
L00-09,0,0
L00-10,0,0
L00-11,0,0
L00-12,0,0
L00-13,0,0
L00-14,0,0
L00-15,0,0
L00-16,0,0
L00-17,0,0
L00-18,0,0
L00-19,0,0
L00-20,0,0
L01-0102-,L00-01,L00-02
L01-0103-,L00-01,L00-03
L01-0104-,L00-01,L00-04
L01-0105-,L00-01,L00-05
L01-0201-,L00-02,L00-01
L01-0203-,L00-02,L00-03
L01-0204-,L00-02,L00-04
L01-0205-,L00-02,L00-05
L01-0301-,L00-03,L00-01
L01-0302-,L00-03,L00-02
L01-0304-,L00-03,L00-04
L01-0305-,L00-03,L00-05
L01-0401-,L00-04,L00-01
L01-0402-,L00-04,L00-02
L01-0403-,L00-04,L00-03
L01-0405-,L00-04,L00-05
L01-0501-,L00-05,L00-01
L01-0502-,L00-05,L00-02
L01-0503-,L00-05,L00-03
L01-0504-,L00-05,L00-04
L01-0607-,L00-06,L00-07
L01-0620-,L00-06,L00-20
L01-0706-,L00-07,L00-06
L01-0708-,L00-07,L00-08
L01-0807-,L00-08,L00-07
L01-0809-,L00-08,L00-09
L01-0908-,L00-09,L00-08
L01-0910-,L00-09,L00-10
L01-1009-,L00-10,L00-09
L01-1011-,L00-10,L00-11
L01-1110-,L00-11,L00-10
L01-1112-,L00-11,L00-12
L01-1211-,L00-12,L00-11
L01-1213-,L00-12,L00-13
L01-1312-,L00-13,L00-12
L01-1314-,L00-13,L00-14
L01-1413-,L00-14,L00-13
L01-1415-,L00-14,L00-15
L01-1514-,L00-15,L00-14
L01-1516-,L00-15,L00-16
L01-1615-,L00-16,L00-15
L01-1617-,L00-16,L00-17
L01-1716-,L00-17,L00-16
L01-1718-,L00-17,L00-18
L01-1817-,L00-18,L00-17
L01-1819-,L00-18,L00-19
L01-1918-,L00-19,L00-18
L01-1920-,L00-19,L00-20
L01-2006-,L00-20,L00-06
L01-2019-,L00-20,L00-19
L02-0102-,L01-1312-,L01-0504-
L02-0103-,L01-1312-,L01-0403-
L02-0104-,L01-1312-,L01-1716-
L02-0105-,L01-1312-,L01-0402-
L02-0201-,L01-0504-,L01-1312-
L02-0203-,L01-0504-,L01-0403-
L02-0204-,L01-0504-,L01-1716-
L02-0205-,L01-0504-,L01-0402-
L02-0301-,L01-0403-,L01-1312-
L02-0302-,L01-0403-,L01-0504-
L02-0304-,L01-0403-,L01-1716-
L02-0305-,L01-0403-,L01-0402-
L02-0401-,L01-1716-,L01-1312-
L02-0402-,L01-1716-,L01-0504-
L02-0403-,L01-1716-,L01-0403-
L02-0405-,L01-1716-,L01-0402-
L02-0501-,L01-0402-,L01-1312-
L02-0502-,L01-0402-,L01-0504-
L02-0503-,L01-0402-,L01-0403-
L02-0504-,L01-0402-,L01-1716-
L02-0607-,L01-0305-,L01-1211-
L02-0620-,L01-0305-,L01-1314-
L02-0706-,L01-1211-,L01-0305-
L02-0708-,L01-1211-,L01-0809-
L02-0807-,L01-0809-,L01-1211-
L02-0809-,L01-0809-,L01-0607-
L02-0908-,L01-0607-,L01-0809-
L02-0910-,L01-0607-,L01-0620-
L02-1009-,L01-0620-,L01-0607-
L02-1011-,L01-0620-,L01-1213-
L02-1110-,L01-1213-,L01-0620-
L02-1112-,L01-1213-,L01-0405-
L02-1211-,L01-0405-,L01-1213-
L02-1213-,L01-0405-,L01-1920-
L02-1312-,L01-1920-,L01-0405-
L02-1314-,L01-1920-,L01-0302-
L02-1413-,L01-0302-,L01-1920-
L02-1415-,L01-0302-,L01-0204-
L02-1514-,L01-0204-,L01-0302-
L02-1516-,L01-0204-,L01-2019-
L02-1615-,L01-2019-,L01-0204-
L02-1617-,L01-2019-,L01-1718-
L02-1716-,L01-1718-,L01-2019-
L02-1718-,L01-1718-,L01-0503-
L02-1817-,L01-0503-,L01-1718-
L02-1819-,L01-0503-,L01-0706-
L02-1918-,L01-0706-,L01-0503-
L02-1920-,L01-0706-,L01-1314-
L02-2006-,L01-1314-,L01-0305-
L02-2019-,L01-1314-,L01-0706-
L03-0102-,L02-1211-,L02-1312-
L03-0103-,L02-1211-,L02-1615-
L03-0104-,L02-1211-,L02-0402-
L03-0105-,L02-1211-,L02-0809-
L03-0201-,L02-1312-,L02-1211-
L03-0203-,L02-1312-,L02-1615-
L03-0204-,L02-1312-,L02-0402-
L03-0205-,L02-1312-,L02-0809-
L03-0301-,L02-1615-,L02-1211-
L03-0302-,L02-1615-,L02-1312-
L03-0304-,L02-1615-,L02-0402-
L03-0305-,L02-1615-,L02-0809-
L03-0401-,L02-0402-,L02-1211-
L03-0402-,L02-0402-,L02-1312-
L03-0403-,L02-0402-,L02-1615-
L03-0405-,L02-0402-,L02-0809-
L03-0501-,L02-0809-,L02-1211-
L03-0502-,L02-0809-,L02-1312-
L03-0503-,L02-0809-,L02-1615-
L03-0504-,L02-0809-,L02-0402-
L03-0607-,L02-0501-,L02-0405-
L03-0620-,L02-0501-,L02-0205-
L03-0706-,L02-0405-,L02-0501-
L03-0708-,L02-0405-,L02-0607-
L03-0807-,L02-0607-,L02-0405-
L03-0809-,L02-0607-,L02-0401-
L03-0908-,L02-0401-,L02-0607-
L03-0910-,L02-0401-,L02-1009-
L03-1009-,L02-1009-,L02-0401-
L03-1011-,L02-1009-,L02-1516-
L03-1110-,L02-1516-,L02-1009-
L03-1112-,L02-1516-,L02-1514-
L03-1211-,L02-1514-,L02-1516-
L03-1213-,L02-1514-,L02-1718-
L03-1312-,L02-1718-,L02-1514-
L03-1314-,L02-1718-,L02-1413-
L03-1413-,L02-1413-,L02-1718-
L03-1415-,L02-1413-,L02-0708-
L03-1514-,L02-0708-,L02-1413-
L03-1516-,L02-0708-,L02-0203-
L03-1615-,L02-0203-,L02-0708-
L03-1617-,L02-0203-,L02-1415-
L03-1716-,L02-1415-,L02-0203-
L03-1718-,L02-1415-,L02-0305-
L03-1817-,L02-0305-,L02-1415-
L03-1819-,L02-0305-,L02-0504-
L03-1918-,L02-0504-,L02-0305-
L03-1920-,L02-0504-,L02-0205-
L03-2006-,L02-0205-,L02-0501-
L03-2019-,L02-0205-,L02-0504-
L04-0102-,L03-0105-,L03-1011-
L04-0103-,L03-0105-,L03-0620-
L04-0104-,L03-0105-,L03-0708-
L04-0105-,L03-0105-,L03-1112-
L04-0201-,L03-1011-,L03-0105-
L04-0203-,L03-1011-,L03-0620-
L04-0204-,L03-1011-,L03-0708-
L04-0205-,L03-1011-,L03-1112-
L04-0301-,L03-0620-,L03-0105-
L04-0302-,L03-0620-,L03-1011-
L04-0304-,L03-0620-,L03-0708-
L04-0305-,L03-0620-,L03-1112-
L04-0401-,L03-0708-,L03-0105-
L04-0402-,L03-0708-,L03-1011-
L04-0403-,L03-0708-,L03-0620-
L04-0405-,L03-0708-,L03-1112-
L04-0501-,L03-1112-,L03-0105-
L04-0502-,L03-1112-,L03-1011-
L04-0503-,L03-1112-,L03-0620-
L04-0504-,L03-1112-,L03-0708-
L04-0607-,L03-1415-,L03-0205-
L04-0620-,L03-1415-,L03-0401-
L04-0706-,L03-0205-,L03-1415-
L04-0708-,L03-0205-,L03-1413-
L04-0807-,L03-1413-,L03-0205-
L04-0809-,L03-1413-,L03-0203-
L04-0908-,L03-0203-,L03-1413-
L04-0910-,L03-0203-,L03-0706-
L04-1009-,L03-0706-,L03-0203-
L04-1011-,L03-0706-,L03-0302-
L04-1110-,L03-0302-,L03-0706-
L04-1112-,L03-0302-,L03-1514-
L04-1211-,L03-1514-,L03-0302-
L04-1213-,L03-1514-,L03-1213-
L04-1312-,L03-1213-,L03-1514-
L04-1314-,L03-1213-,L03-0503-
L04-1413-,L03-0503-,L03-1213-
L04-1415-,L03-0503-,L03-0304-
L04-1514-,L03-0304-,L03-0503-
L04-1516-,L03-0304-,L03-0502-
L04-1615-,L03-0502-,L03-0304-
L04-1617-,L03-0502-,L03-0201-
L04-1716-,L03-0201-,L03-0502-
L04-1718-,L03-0201-,L03-0204-
L04-1817-,L03-0204-,L03-0201-
L04-1819-,L03-0204-,L03-0504-
L04-1918-,L03-0504-,L03-0204-
L04-1920-,L03-0504-,L03-0401-
L04-2006-,L03-0401-,L03-1415-
L04-2019-,L03-0401-,L03-0504-
L05-0104-,L04-0205-,L04-0807-
L05-0107-,L04-0205-,L04-1920-
L05-0109-,L04-0205-,L04-0706-
L05-0115-,L04-0205-,L04-0105-
L05-0203-,L04-1716-,L04-0403-
L05-0216-,L04-1716-,L04-0908-
L05-0302-,L04-0403-,L04-1716-
L05-0313-,L04-0403-,L04-2006-
L05-0401-,L04-0807-,L04-0205-
L05-0407-,L04-0807-,L04-1920-
L05-0409-,L04-0807-,L04-0706-
L05-0415-,L04-0807-,L04-0105-
L05-0506-,L04-0204-,L04-0910-
L05-0510-,L04-0204-,L04-0502-
L05-0605-,L04-0910-,L04-0204-
L05-0612-,L04-0910-,L04-0304-
L05-0701-,L04-1920-,L04-0205-
L05-0704-,L04-1920-,L04-0807-
L05-0709-,L04-1920-,L04-0706-
L05-0715-,L04-1920-,L04-0105-
L05-0813-,L04-0305-,L04-2006-
L05-0818-,L04-0305-,L04-0504-
L05-0901-,L04-0706-,L04-0205-
L05-0904-,L04-0706-,L04-0807-
L05-0907-,L04-0706-,L04-1920-
L05-0915-,L04-0706-,L04-0105-
L05-1005-,L04-0502-,L04-0204-
L05-1017-,L04-0502-,L04-0401-
L05-1112-,L04-1415-,L04-0304-
L05-1116-,L04-1415-,L04-0908-
L05-1206-,L04-0304-,L04-0910-
L05-1211-,L04-0304-,L04-1415-
L05-1303-,L04-2006-,L04-0403-
L05-1308-,L04-2006-,L04-0305-
L05-1417-,L04-1011-,L04-0401-
L05-1419-,L04-1011-,L04-1918-
L05-1501-,L04-0105-,L04-0205-
L05-1504-,L04-0105-,L04-0807-
L05-1507-,L04-0105-,L04-1920-
L05-1509-,L04-0105-,L04-0706-
L05-1602-,L04-0908-,L04-1716-
L05-1611-,L04-0908-,L04-1415-
L05-1710-,L04-0401-,L04-0502-
L05-1714-,L04-0401-,L04-1011-
L05-1808-,L04-0504-,L04-0305-
L05-1820-,L04-0504-,L04-1516-
L05-1914-,L04-1918-,L04-1011-
L05-1920-,L04-1918-,L04-1516-
L05-2018-,L04-1516-,L04-0504-
L05-2019-,L04-1516-,L04-1918-
L06-0102-,L05-0104-,L05-0401-
L06-0103-,L05-0104-,L05-0701-
L06-0104-,L05-0104-,L05-1206-
L06-0105-,L05-0104-,L05-1611-
L06-0201-,L05-0401-,L05-0104-
L06-0203-,L05-0401-,L05-0701-
L06-0204-,L05-0401-,L05-1206-
L06-0205-,L05-0401-,L05-1611-
L06-0301-,L05-0701-,L05-0104-
L06-0302-,L05-0701-,L05-0401-
L06-0304-,L05-0701-,L05-1206-
L06-0305-,L05-0701-,L05-1611-
L06-0401-,L05-1206-,L05-0104-
L06-0402-,L05-1206-,L05-0401-
L06-0403-,L05-1206-,L05-0701-
L06-0405-,L05-1206-,L05-1611-
L06-0501-,L05-1611-,L05-0104-
L06-0502-,L05-1611-,L05-0401-
L06-0503-,L05-1611-,L05-0701-
L06-0504-,L05-1611-,L05-1206-
L06-0607-,L05-0115-,L05-0109-
L06-0620-,L05-0115-,L05-0415-
L06-0706-,L05-0109-,L05-0115-
L06-0708-,L05-0109-,L05-1308-
L06-0807-,L05-1308-,L05-0109-
L06-0809-,L05-1308-,L05-0901-
L06-0908-,L05-0901-,L05-1308-
L06-0910-,L05-0901-,L05-1920-
L06-1009-,L05-1920-,L05-0901-
L06-1011-,L05-1920-,L05-1116-
L06-1110-,L05-1116-,L05-1920-
L06-1112-,L05-1116-,L05-0704-
L06-1211-,L05-0704-,L05-1116-
L06-1213-,L05-0704-,L05-0409-
L06-1312-,L05-0409-,L05-0704-
L06-1314-,L05-0409-,L05-0715-
L06-1413-,L05-0715-,L05-0409-
L06-1415-,L05-0715-,L05-0107-
L06-1514-,L05-0107-,L05-0715-
L06-1516-,L05-0107-,L05-1211-
L06-1615-,L05-1211-,L05-0107-
L06-1617-,L05-1211-,L05-0709-
L06-1716-,L05-0709-,L05-1211-
L06-1718-,L05-0709-,L05-2019-
L06-1817-,L05-2019-,L05-0709-
L06-1819-,L05-2019-,L05-0813-
L06-1918-,L05-0813-,L05-2019-
L06-1920-,L05-0813-,L05-0415-
L06-2006-,L05-0415-,L05-0115-
L06-2019-,L05-0415-,L05-0813-
L07-0102-,L06-1819-,L06-1918-
L07-0103-,L06-1819-,L06-1514-
L07-0104-,L06-1819-,L06-1009-
L07-0105-,L06-1819-,L06-0620-
L07-0201-,L06-1918-,L06-1819-
L07-0203-,L06-1918-,L06-1514-
L07-0204-,L06-1918-,L06-1009-
L07-0205-,L06-1918-,L06-0620-
L07-0301-,L06-1514-,L06-1819-
L07-0302-,L06-1514-,L06-1918-
L07-0304-,L06-1514-,L06-1009-
L07-0305-,L06-1514-,L06-0620-
L07-0401-,L06-1009-,L06-1819-
L07-0402-,L06-1009-,L06-1918-
L07-0403-,L06-1009-,L06-1514-
L07-0405-,L06-1009-,L06-0620-
L07-0501-,L06-0620-,L06-1819-
L07-0502-,L06-0620-,L06-1918-
L07-0503-,L06-0620-,L06-1514-
L07-0504-,L06-0620-,L06-1009-
L07-0607-,L06-0405-,L06-1615-
L07-0620-,L06-0405-,L06-0201-
L07-0706-,L06-1615-,L06-0405-
L07-0708-,L06-1615-,L06-1516-
L07-0807-,L06-1516-,L06-1615-
L07-0809-,L06-1516-,L06-1617-
L07-0908-,L06-1617-,L06-1516-
L07-0910-,L06-1617-,L06-0102-
L07-1009-,L06-0102-,L06-1617-
L07-1011-,L06-0102-,L06-1112-
L07-1110-,L06-1112-,L06-0102-
L07-1112-,L06-1112-,L06-1718-
L07-1211-,L06-1718-,L06-1112-
L07-1213-,L06-1718-,L06-0205-
L07-1312-,L06-0205-,L06-1718-
L07-1314-,L06-0205-,L06-0104-
L07-1413-,L06-0104-,L06-0205-
L07-1415-,L06-0104-,L06-0501-
L07-1514-,L06-0501-,L06-0104-
L07-1516-,L06-0501-,L06-0708-
L07-1615-,L06-0708-,L06-0501-
L07-1617-,L06-0708-,L06-0105-
L07-1716-,L06-0105-,L06-0708-
L07-1718-,L06-0105-,L06-1413-
L07-1817-,L06-1413-,L06-0105-
L07-1819-,L06-1413-,L06-1110-
L07-1918-,L06-1110-,L06-1413-
L07-1920-,L06-1110-,L06-0201-
L07-2006-,L06-0201-,L06-0405-
L07-2019-,L06-0201-,L06-1110-
L08-0102-,L07-0305-,L07-0708-
L08-0103-,L07-0305-,L07-1514-
L08-0104-,L07-0305-,L07-1112-
L08-0105-,L07-0305-,L07-0302-
L08-0201-,L07-0708-,L07-0305-
L08-0203-,L07-0708-,L07-1514-
L08-0204-,L07-0708-,L07-1112-
L08-0205-,L07-0708-,L07-0302-
L08-0301-,L07-1514-,L07-0305-
L08-0302-,L07-1514-,L07-0708-
L08-0304-,L07-1514-,L07-1112-
L08-0305-,L07-1514-,L07-0302-
L08-0401-,L07-1112-,L07-0305-
L08-0402-,L07-1112-,L07-0708-
L08-0403-,L07-1112-,L07-1514-
L08-0405-,L07-1112-,L07-0302-
L08-0501-,L07-0302-,L07-0305-
L08-0502-,L07-0302-,L07-0708-
L08-0503-,L07-0302-,L07-1514-
L08-0504-,L07-0302-,L07-1112-
L08-0607-,L07-0807-,L07-2006-
L08-0620-,L07-0807-,L07-1110-
L08-0706-,L07-2006-,L07-0807-
L08-0708-,L07-2006-,L07-0908-
L08-0807-,L07-0908-,L07-2006-
L08-0809-,L07-0908-,L07-0103-
L08-0908-,L07-0103-,L07-0908-
L08-0910-,L07-0103-,L07-1918-
L08-1009-,L07-1918-,L07-0103-
L08-1011-,L07-1918-,L07-1213-
L08-1110-,L07-1213-,L07-1918-
L08-1112-,L07-1213-,L07-1920-
L08-1211-,L07-1920-,L07-1213-
L08-1213-,L07-1920-,L07-0706-
L08-1312-,L07-0706-,L07-1920-
L08-1314-,L07-0706-,L07-0401-
L08-1413-,L07-0401-,L07-0706-
L08-1415-,L07-0401-,L07-1718-
L08-1514-,L07-1718-,L07-0401-
L08-1516-,L07-1718-,L07-0607-
L08-1615-,L07-0607-,L07-1718-
L08-1617-,L07-0607-,L07-0201-
L08-1716-,L07-0201-,L07-0607-
L08-1718-,L07-0201-,L07-0301-
L08-1817-,L07-0301-,L07-0201-
L08-1819-,L07-0301-,L07-0910-
L08-1918-,L07-0910-,L07-0301-
L08-1920-,L07-0910-,L07-1110-
L08-2006-,L07-1110-,L07-0807-
L08-2019-,L07-1110-,L07-0910-
L09-0102-,L08-1211-,L08-0302-
L09-0103-,L08-1211-,L08-0104-
L09-0104-,L08-1211-,L08-1009-
L09-0105-,L08-1211-,L08-0205-
L09-0201-,L08-0302-,L08-1211-
L09-0203-,L08-0302-,L08-0104-
L09-0204-,L08-0302-,L08-1009-
L09-0205-,L08-0302-,L08-0205-
L09-0301-,L08-0104-,L08-1211-
L09-0302-,L08-0104-,L08-0302-
L09-0304-,L08-0104-,L08-1009-
L09-0305-,L08-0104-,L08-0205-
L09-0401-,L08-1009-,L08-1211-
L09-0402-,L08-1009-,L08-0302-
L09-0403-,L08-1009-,L08-0104-
L09-0405-,L08-1009-,L08-0205-
L09-0501-,L08-0205-,L08-1211-
L09-0502-,L08-0205-,L08-0302-
L09-0503-,L08-0205-,L08-0104-
L09-0504-,L08-0205-,L08-1009-
L09-0607-,L08-0908-,L08-0504-
L09-0620-,L08-0908-,L08-0102-
L09-0706-,L08-0504-,L08-0908-
L09-0708-,L08-0504-,L08-0503-
L09-0807-,L08-0503-,L08-0504-
L09-0809-,L08-0503-,L08-1213-
L09-0908-,L08-1213-,L08-0503-
L09-0910-,L08-1213-,L08-0403-
L09-1009-,L08-0403-,L08-1213-
L09-1011-,L08-0403-,L08-1817-
L09-1110-,L08-1817-,L08-0403-
L09-1112-,L08-1817-,L08-0204-
L09-1211-,L08-0204-,L08-1817-
L09-1213-,L08-0204-,L08-2019-
L09-1312-,L08-2019-,L08-0204-
L09-1314-,L08-2019-,L08-0201-
L09-1413-,L08-0201-,L08-2019-
L09-1415-,L08-0201-,L08-1716-
L09-1514-,L08-1716-,L08-0201-
L09-1516-,L08-1716-,L08-0301-
L09-1615-,L08-0301-,L08-1716-
L09-1617-,L08-0301-,L08-0401-
L09-1716-,L08-0401-,L08-0301-
L09-1718-,L08-0401-,L08-0203-
L09-1817-,L08-0203-,L08-0401-
L09-1819-,L08-0203-,L08-1312-
L09-1918-,L08-1312-,L08-0203-
L09-1920-,L08-1312-,L08-0102-
L09-2006-,L08-0102-,L08-0908-
L09-2019-,L08-0102-,L08-1312-
L10-0107-,L09-1716-,L09-1516-
L10-0115-,L09-1716-,L09-1514-
L10-0210-,L09-1819-,L09-1718-
L10-0220-,L09-1819-,L09-1920-
L10-0308-,L09-1011-,L09-0504-
L10-0309-,L09-1011-,L09-1312-
L10-0311-,L09-1011-,L09-0402-
L10-0316-,L09-1011-,L09-1918-
L10-0412-,L09-0706-,L09-1009-
L10-0417-,L09-0706-,L09-0103-
L10-0506-,L09-0401-,L09-0607-
L10-0518-,L09-0401-,L09-0620-
L10-0605-,L09-0607-,L09-0401-
L10-0613-,L09-0607-,L09-1314-
L10-0701-,L09-1516-,L09-1716-
L10-0712-,L09-1516-,L09-1009-
L10-0803-,L09-0504-,L09-1011-
L10-0809-,L09-0504-,L09-1312-
L10-0811-,L09-0504-,L09-0402-
L10-0816-,L09-0504-,L09-1918-
L10-0903-,L09-1312-,L09-1011-
L10-0908-,L09-1312-,L09-0504-
L10-0911-,L09-1312-,L09-0402-
L10-0916-,L09-1312-,L09-1918-
L10-1002-,L09-1718-,L09-1819-
L10-1019-,L09-1718-,L09-0105-
L10-1103-,L09-0402-,L09-1011-
L10-1108-,L09-0402-,L09-0504-
L10-1109-,L09-0402-,L09-1312-
L10-1116-,L09-0402-,L09-1918-
L10-1204-,L09-1009-,L09-0706-
L10-1207-,L09-1009-,L09-1516-
L10-1306-,L09-1314-,L09-0607-
L10-1315-,L09-1314-,L09-1514-
L10-1418-,L09-2006-,L09-0620-
L10-1419-,L09-2006-,L09-0105-
L10-1501-,L09-1514-,L09-1716-
L10-1513-,L09-1514-,L09-1314-
L10-1603-,L09-1918-,L09-1011-
L10-1608-,L09-1918-,L09-0504-
L10-1609-,L09-1918-,L09-1312-
L10-1611-,L09-1918-,L09-0402-
L10-1704-,L09-0103-,L09-0706-
L10-1720-,L09-0103-,L09-1920-
L10-1805-,L09-0620-,L09-0401-
L10-1814-,L09-0620-,L09-2006-
L10-1910-,L09-0105-,L09-1718-
L10-1914-,L09-0105-,L09-2006-
L10-2002-,L09-1920-,L09-1819-
L10-2017-,L09-1920-,L09-0103-
L11-0102-,L10-2002-,L10-0412-
L11-0103-,L10-2002-,L10-0803-
L11-0104-,L10-2002-,L10-0911-
L11-0105-,L10-2002-,L10-0309-
L11-0201-,L10-0412-,L10-2002-
L11-0203-,L10-0412-,L10-0803-
